2025-12-08 06:35:53 | INFO     | __main__ | ======================================================================
2025-12-08 06:36:32 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/e7df4f1021de4ff39c0675437b00a743.png HTTP/1.1" 200 591563
2025-12-08 06:36:32 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:32 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:32 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:32 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:32 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:32 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/7...
2025-12-08 06:36:32 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:32 | INFO     | __main__ |   [14/100] Task 71634201: Ridika Pillai
2025-12-08 06:36:32 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:33 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/24e91308-29b8-48ce-9b46-d799dd680eba.webp HTTP/1.1" 200 2660118
2025-12-08 06:36:33 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:34 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/8608f188-cc5c-4eb2-92c3-a15144f541e3.png HTTP/1.1" 200 224910
2025-12-08 06:36:35 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:35 | DEBUG    | PIL.PngImagePlugin | STREAM b'PLTE' 41 270
2025-12-08 06:36:35 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 323 166436
2025-12-08 06:36:35 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/2...
2025-12-08 06:36:35 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:35 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:35 | INFO     | __main__ |   [15/100] Task 71681066: Ashwin Jogi
2025-12-08 06:36:35 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:35 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/9d7c212c-c27e-4268-b43c-f66d67f94a4a.webp HTTP/1.1" 200 238650
2025-12-08 06:36:35 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:36 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/4bf397b0-20da-43d7-ad8e-d664d870e4c9.png HTTP/1.1" 200 12494
2025-12-08 06:36:36 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:36 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 775032
2025-12-08 06:36:36 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/9...
2025-12-08 06:36:36 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:36:36 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:36 | INFO     | __main__ |   [16/100] Task 71653134: Samar Sethi
2025-12-08 06:36:36 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:37 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/83a5873d-c8cb-461c-b8b1-eaed3031e18a.webp HTTP/1.1" 200 1650900
2025-12-08 06:36:37 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:38 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/c0fdde72-c53c-4682-81a2-548df4e7681f.png HTTP/1.1" 200 28704
2025-12-08 06:36:38 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:39 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/9d58cfa9af60434085ea7ccae854a14f.png HTTP/1.1" 200 849090
2025-12-08 06:36:39 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:39 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:39 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:39 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:39 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:39 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/c...
2025-12-08 06:36:39 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:39 | INFO     | __main__ |   [17/100] Task 71654476: Ishwar Singh
2025-12-08 06:36:39 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:40 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b16b13d8-8f15-4338-97ab-04a065499c7b.webp HTTP/1.1" 200 1035962
2025-12-08 06:36:40 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:41 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/f1cd2301-02c1-4af0-b1db-3abd882e8883.png HTTP/1.1" 200 56382
2025-12-08 06:36:41 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:42 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/2b559cb9e68b4c718101222557ca7bc2.png HTTP/1.1" 200 635654
2025-12-08 06:36:42 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:42 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:42 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:42 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:42 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:42 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/f...
2025-12-08 06:36:42 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:42 | INFO     | __main__ |   [18/100] Task 71654487: Ashwin
2025-12-08 06:36:42 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:42 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/2e3a8e79-f09b-44a0-8ae4-23e03e3c426a.webp HTTP/1.1" 200 1059452
2025-12-08 06:36:42 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:43 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/ba0ee013-d598-4e87-bb89-3908da4fd625.png HTTP/1.1" 200 48740
2025-12-08 06:36:43 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:44 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /stability-images/34639fcb-437b-4b08-8e14-94714288f46c.png HTTP/1.1" 200 654858
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:44 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/2...
2025-12-08 06:36:44 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:44 | DEBUG    | __main__ |     char: https://content.dashtoon.ai/stability-images/34639...
2025-12-08 06:36:44 | INFO     | __main__ |   [19/100] Task 71634264: Ridika Pillai
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'PLTE' 41 270
2025-12-08 06:36:44 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 323 166436
2025-12-08 06:36:44 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/9...
2025-12-08 06:36:44 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:44 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:44 | INFO     | __main__ |   [20/100] Task 71651030: Suraj
2025-12-08 06:36:44 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:45 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/8c205b9f-4e87-4d98-810b-5531c4e96263.webp HTTP/1.1" 200 1162450
2025-12-08 06:36:46 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:46 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/e37250f5-e822-4b4f-b217-a3c4c3949db4.png HTTP/1.1" 200 24734
2025-12-08 06:36:46 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:46 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:46 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:46 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/e...
2025-12-08 06:36:46 | DEBUG    | __main__ |     char: https://content.dashtoon.ai/stability-images/1c034...
2025-12-08 06:36:46 | INFO     | __main__ |   [21/100] Task 71681294: Ashwin Jogi
2025-12-08 06:36:46 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:47 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/97c009c3-fe01-46fd-96ce-656c6fb309b4.webp HTTP/1.1" 200 223660
2025-12-08 06:36:47 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:47 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/ea7f13d8-7198-4d46-9e7b-3d6e68d3c3d2.png HTTP/1.1" 200 15292
2025-12-08 06:36:47 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:47 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 775032
2025-12-08 06:36:47 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/9...
2025-12-08 06:36:47 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/e...
2025-12-08 06:36:47 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:47 | INFO     | __main__ |   [22/100] Task 71670934: Hrivaan rameshvar
2025-12-08 06:36:47 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:48 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/d9363e40-f1af-4628-b677-e6d29a1b1c28.webp HTTP/1.1" 200 480790
2025-12-08 06:36:48 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:49 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/0117290f-b1d9-4008-a584-ba449623a111.png HTTP/1.1" 200 41782
2025-12-08 06:36:49 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:50 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/303b8aa374804d4ca8ecf18acabb82d0.jpeg HTTP/1.1" 200 107740
2025-12-08 06:36:50 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/d...
2025-12-08 06:36:50 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:36:50 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:50 | INFO     | __main__ |   [23/100] Task 71679520: Ishanya Rabha
2025-12-08 06:36:50 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:51 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/8e18d0f8-05f3-4e36-a08e-7b08b95e811d.webp HTTP/1.1" 200 362046
2025-12-08 06:36:51 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:51 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/88cf49a8-7ce4-4253-b8a9-3fe4e0243241.png HTTP/1.1" 200 32022
2025-12-08 06:36:51 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:36:52 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/7d5b78ec689e42aba9c5e41340111345.png HTTP/1.1" 200 904204
2025-12-08 06:36:52 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:52 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:52 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:52 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:52 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:52 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/8...
2025-12-08 06:36:52 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:52 | INFO     | __main__ |   [24/100] Task 71676533: Laasya Jain
2025-12-08 06:36:52 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:53 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b7659abb-226a-47a9-9cce-e2942840a150.webp HTTP/1.1" 200 541232
2025-12-08 06:36:53 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:54 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/f3905ac9-e934-4ec4-b7a3-27b7480ae616.png HTTP/1.1" 200 25410
2025-12-08 06:36:54 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:54 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:54 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:54 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/f...
2025-12-08 06:36:54 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:54 | INFO     | __main__ |   [25/100] Task 71671411: Hrivaan rameshvar
2025-12-08 06:36:54 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:55 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/efb45e44-24d1-4edb-812a-d0045e859443.webp HTTP/1.1" 200 352114
2025-12-08 06:36:55 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:56 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b72de9ba-705e-4eba-a864-44aa78e549d7.png HTTP/1.1" 200 41468
2025-12-08 06:36:56 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/e...
2025-12-08 06:36:56 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:36:56 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:56 | INFO     | __main__ |   [26/100] Task 71652123: Marie Flint
2025-12-08 06:36:56 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:56 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/7ebe645b-2aa0-4308-a0de-819e8824f14f.webp HTTP/1.1" 200 2115596
2025-12-08 06:36:57 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:58 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/5f34a7da-307b-4219-9625-64f056947321.png HTTP/1.1" 200 306610
2025-12-08 06:36:58 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:58 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:58 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/7...
2025-12-08 06:36:58 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:58 | DEBUG    | __main__ |     char: https://content.dashtoon.ai/stability-images/78548...
2025-12-08 06:36:58 | INFO     | __main__ |   [27/100] Task 71682343: Ishanya Rabha
2025-12-08 06:36:58 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:58 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/59612072-2f32-4240-98ae-436f9ebb5759.webp HTTP/1.1" 200 347526
2025-12-08 06:36:58 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:36:59 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/31d37233-6abd-41f0-9e58-1e832cac0a4a.png HTTP/1.1" 200 15796
2025-12-08 06:36:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:36:59 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:36:59 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/5...
2025-12-08 06:36:59 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/3...
2025-12-08 06:36:59 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:36:59 | INFO     | __main__ |   [28/100] Task 71676627: Laasya Jain
2025-12-08 06:36:59 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:00 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/1e5799bc-1369-4613-8759-d09a77dfcc5a.webp HTTP/1.1" 200 541232
2025-12-08 06:37:00 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:01 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/693f618f-94db-4fdf-b07d-efb9489c6bbe.png HTTP/1.1" 200 25410
2025-12-08 06:37:01 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:01 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:37:01 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/1...
2025-12-08 06:37:01 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/6...
2025-12-08 06:37:01 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:01 | INFO     | __main__ |   [29/100] Task 71676390: Savin Devadiga
2025-12-08 06:37:01 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:01 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/d0f196f1-f253-44b9-8152-404dfb86b328.webp HTTP/1.1" 200 664510
2025-12-08 06:37:02 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:02 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/afaeb4e3-50a8-41ef-87ad-555fe2b046e1.png HTTP/1.1" 200 49458
2025-12-08 06:37:02 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): dev-content.dashtoon.ai:443
2025-12-08 06:37:02 | DEBUG    | urllib3.connectionpool | https://dev-content.dashtoon.ai:443 "GET /user-uploaded-files/a9d6688c410a4f41b25697e34a9729cf.png HTTP/1.1" 200 682400
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 682343
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 682343
2025-12-08 06:37:03 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/d...
2025-12-08 06:37:03 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/a...
2025-12-08 06:37:03 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:03 | INFO     | __main__ |   [30/100] Task 71676387: Savin Devadiga
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:03 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 682343
2025-12-08 06:37:03 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/d...
2025-12-08 06:37:03 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/a...
2025-12-08 06:37:03 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:03 | INFO     | __main__ |   [31/100] Task 71666503: Samar Sethi
2025-12-08 06:37:03 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:03 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/0c47c6cf-49c6-4c7b-8e55-d14cb24040bf.webp HTTP/1.1" 200 1517388
2025-12-08 06:37:04 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:04 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/6e51b58f-e630-405d-8608-35c99f7748c8.png HTTP/1.1" 200 77402
2025-12-08 06:37:04 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:04 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:37:05 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/0...
2025-12-08 06:37:05 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/6...
2025-12-08 06:37:05 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:05 | INFO     | __main__ |   [32/100] Task 71677746: Mythira
2025-12-08 06:37:05 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:05 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/4d6678c0-8284-4577-a049-01e70264297b.webp HTTP/1.1" 200 566964
2025-12-08 06:37:05 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:06 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/1df30d1a-8780-48ef-a07e-046c43de4753.png HTTP/1.1" 200 47936
2025-12-08 06:37:06 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:06 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:37:06 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/4...
2025-12-08 06:37:06 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/1...
2025-12-08 06:37:06 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:06 | INFO     | __main__ |   [33/100] Task 71651281: Nischay Sen
2025-12-08 06:37:06 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:07 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/68ca1791-750b-48fc-9d33-66f8df3618dc.webp HTTP/1.1" 200 556738
2025-12-08 06:37:07 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 06:37:07 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/b50f3d1e-5851-4447-a217-9ca4d6ff5efe.png HTTP/1.1" 200 18010
2025-12-08 06:37:07 | DEBUG    | PIL.PngImagePlugin | STREAM b'IHDR' 16 13
2025-12-08 06:37:07 | DEBUG    | PIL.PngImagePlugin | STREAM b'IDAT' 41 65536
2025-12-08 06:37:07 | DEBUG    | __main__ |     init: https://content.dashtoon.ai/user-uploaded-images/6...
2025-12-08 06:37:07 | DEBUG    | __main__ |     mask: https://content.dashtoon.ai/user-uploaded-images/b...
2025-12-08 06:37:07 | DEBUG    | __main__ |     char: https://dev-content.dashtoon.ai/user-uploaded-file...
2025-12-08 06:37:07 | INFO     | __main__ |   [34/100] Task 71629267: Siya
